scenario,family,signal,sector_neutral,regime_filter,exploratory,hypothesis
ix_fcf_to_assets_x_surprise,interaction,ix_fcf_to_assets_x_surprise,False,,False,fcf_to_assets conditioned on surprise
ix_fcf_to_assets_x_momentum,interaction,ix_fcf_to_assets_x_momentum,False,,False,fcf_to_assets conditioned on momentum
ix_fcf_to_assets_x_quality,interaction,ix_fcf_to_assets_x_quality,False,,False,fcf_to_assets conditioned on quality
ix_fcf_to_assets_x_value,interaction,ix_fcf_to_assets_x_value,False,,False,fcf_to_assets conditioned on value
ix_dividend_growth_x_surprise,interaction,ix_dividend_growth_x_surprise,False,,False,dividend_growth conditioned on surprise
ix_dividend_growth_x_momentum,interaction,ix_dividend_growth_x_momentum,False,,False,dividend_growth conditioned on momentum
ix_dividend_growth_x_quality,interaction,ix_dividend_growth_x_quality,False,,False,dividend_growth conditioned on quality
ix_dividend_growth_x_value,interaction,ix_dividend_growth_x_value,False,,False,dividend_growth conditioned on value
ix_news_sentiment_x_surprise,interaction,ix_news_sentiment_x_surprise,False,,False,news_sentiment conditioned on surprise
ix_news_sentiment_x_momentum,interaction,ix_news_sentiment_x_momentum,False,,False,news_sentiment conditioned on momentum
ix_news_sentiment_x_quality,interaction,ix_news_sentiment_x_quality,False,,False,news_sentiment conditioned on quality
ix_news_sentiment_x_value,interaction,ix_news_sentiment_x_value,False,,False,news_sentiment conditioned on value
